model,persona_id,country,profession,gender,age,topic,response_condition,strict_is_valid_orig,is_abstention_orig,rating_orig,raw_text_orig,parse_failure_reason_orig,strict_is_valid_health,is_abstention_health,rating_health,raw_text_health,parse_failure_reason_health,_merge
gemma,P03658,Nigeria,truck driver,female,45,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03658,Nigeria,truck driver,female,45,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03658,Nigeria,truck driver,female,45,lgbtq rights,A_forced,True,False,2.0,2,none,True,False,3.0,3,none,both
gemma,P03658,Nigeria,truck driver,female,45,lgbtq rights,B_optional,True,False,2.0,2,none,True,False,3.0,3,none,both
gemma,P03658,Nigeria,truck driver,female,45,religion and secularism,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03658,Nigeria,truck driver,female,45,religion and secularism,B_optional,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03658,Nigeria,truck driver,female,45,trust in government,A_forced,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03658,Nigeria,truck driver,female,45,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03669,Nigeria,computer programmer,female,65,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03669,Nigeria,computer programmer,female,65,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03669,Nigeria,computer programmer,female,65,economic redistribution,A_forced,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03669,Nigeria,computer programmer,female,65,economic redistribution,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03669,Nigeria,computer programmer,female,65,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03669,Nigeria,computer programmer,female,65,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03669,Nigeria,computer programmer,female,65,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03669,Nigeria,computer programmer,female,65,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03669,Nigeria,computer programmer,female,65,lgbtq rights,A_forced,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03669,Nigeria,computer programmer,female,65,lgbtq rights,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03669,Nigeria,computer programmer,female,65,religion and secularism,A_forced,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03669,Nigeria,computer programmer,female,65,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03669,Nigeria,computer programmer,female,65,trust in government,A_forced,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03669,Nigeria,computer programmer,female,65,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03674,Nigeria,farmer,female,65,climate change,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03674,Nigeria,farmer,female,65,climate change,B_optional,True,False,5.0,5,none,True,False,4.0,4,none,both
gemma,P03674,Nigeria,farmer,female,65,economic redistribution,A_forced,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03674,Nigeria,farmer,female,65,economic redistribution,B_optional,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03674,Nigeria,farmer,female,65,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03674,Nigeria,farmer,female,65,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03674,Nigeria,farmer,female,65,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03674,Nigeria,farmer,female,65,immigration,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03674,Nigeria,farmer,female,65,lgbtq rights,A_forced,True,False,1.0,1,none,True,False,2.0,2,none,both
gemma,P03674,Nigeria,farmer,female,65,lgbtq rights,B_optional,True,False,2.0,2,none,True,False,3.0,3,none,both
gemma,P03674,Nigeria,farmer,female,65,religion and secularism,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03674,Nigeria,farmer,female,65,religion and secularism,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03674,Nigeria,farmer,female,65,trust in government,A_forced,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03674,Nigeria,farmer,female,65,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03679,Nigeria,lawyer,female,65,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03679,Nigeria,lawyer,female,65,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03679,Nigeria,lawyer,female,65,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03679,Nigeria,lawyer,female,65,economic redistribution,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03679,Nigeria,lawyer,female,65,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03679,Nigeria,lawyer,female,65,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03679,Nigeria,lawyer,female,65,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03679,Nigeria,lawyer,female,65,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03679,Nigeria,lawyer,female,65,lgbtq rights,A_forced,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03679,Nigeria,lawyer,female,65,lgbtq rights,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03679,Nigeria,lawyer,female,65,religion and secularism,A_forced,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03679,Nigeria,lawyer,female,65,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03679,Nigeria,lawyer,female,65,trust in government,A_forced,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03679,Nigeria,lawyer,female,65,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03686,Nigeria,registered nurse,female,65,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03686,Nigeria,registered nurse,female,65,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03686,Nigeria,registered nurse,female,65,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03686,Nigeria,registered nurse,female,65,economic redistribution,B_optional,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03686,Nigeria,registered nurse,female,65,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03686,Nigeria,registered nurse,female,65,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03686,Nigeria,registered nurse,female,65,immigration,A_forced,True,False,5.0,5,none,True,False,4.0,4,none,both
gemma,P03686,Nigeria,registered nurse,female,65,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03686,Nigeria,registered nurse,female,65,lgbtq rights,A_forced,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03686,Nigeria,registered nurse,female,65,lgbtq rights,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03686,Nigeria,registered nurse,female,65,religion and secularism,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03686,Nigeria,registered nurse,female,65,religion and secularism,B_optional,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03686,Nigeria,registered nurse,female,65,trust in government,A_forced,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03686,Nigeria,registered nurse,female,65,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03688,Nigeria,truck driver,female,65,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03688,Nigeria,truck driver,female,65,climate change,B_optional,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03688,Nigeria,truck driver,female,65,economic redistribution,A_forced,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03688,Nigeria,truck driver,female,65,economic redistribution,B_optional,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03688,Nigeria,truck driver,female,65,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03688,Nigeria,truck driver,female,65,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03688,Nigeria,truck driver,female,65,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03688,Nigeria,truck driver,female,65,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03688,Nigeria,truck driver,female,65,lgbtq rights,A_forced,True,False,2.0,2,none,True,False,3.0,3,none,both
gemma,P03688,Nigeria,truck driver,female,65,lgbtq rights,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03688,Nigeria,truck driver,female,65,religion and secularism,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03688,Nigeria,truck driver,female,65,religion and secularism,B_optional,True,False,4.0,4,none,True,False,3.0,3,none,both
gemma,P03688,Nigeria,truck driver,female,65,trust in government,A_forced,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03688,Nigeria,truck driver,female,65,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,lgbtq rights,A_forced,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,lgbtq rights,B_optional,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,religion and secularism,A_forced,True,False,3.0,3,none,True,False,1.0,1,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,religion and secularism,B_optional,True,False,3.0,3,none,True,False,2.0,2,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03699,Nigeria,computer programmer,neutral,25,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03704,Nigeria,farmer,neutral,25,climate change,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03704,Nigeria,farmer,neutral,25,climate change,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03704,Nigeria,farmer,neutral,25,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03704,Nigeria,farmer,neutral,25,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03704,Nigeria,farmer,neutral,25,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03704,Nigeria,farmer,neutral,25,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03704,Nigeria,farmer,neutral,25,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03704,Nigeria,farmer,neutral,25,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03704,Nigeria,farmer,neutral,25,lgbtq rights,A_forced,True,False,3.0,3,none,True,False,5.0,5,none,both
gemma,P03704,Nigeria,farmer,neutral,25,lgbtq rights,B_optional,True,False,3.0,3,none,True,False,5.0,5,none,both
gemma,P03704,Nigeria,farmer,neutral,25,religion and secularism,A_forced,True,False,3.0,3,none,True,False,1.0,1,none,both
gemma,P03704,Nigeria,farmer,neutral,25,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03704,Nigeria,farmer,neutral,25,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03704,Nigeria,farmer,neutral,25,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,climate change,A_forced,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,lgbtq rights,A_forced,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,lgbtq rights,B_optional,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,religion and secularism,A_forced,True,False,3.0,3,none,True,False,1.0,1,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,religion and secularism,B_optional,True,False,3.0,3,none,True,False,2.0,2,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03709,Nigeria,lawyer,neutral,25,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,lgbtq rights,A_forced,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,lgbtq rights,B_optional,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,religion and secularism,A_forced,True,False,3.0,3,none,True,False,1.0,1,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03716,Nigeria,registered nurse,neutral,25,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,lgbtq rights,A_forced,True,False,3.0,3,none,True,False,5.0,5,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,lgbtq rights,B_optional,True,False,3.0,3,none,True,False,5.0,5,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,religion and secularism,A_forced,True,False,3.0,3,none,True,False,2.0,2,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03718,Nigeria,truck driver,neutral,25,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,lgbtq rights,A_forced,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,lgbtq rights,B_optional,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,religion and secularism,A_forced,True,False,3.0,3,none,True,False,1.0,1,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,religion and secularism,B_optional,True,False,3.0,3,none,True,False,2.0,2,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03729,Nigeria,computer programmer,neutral,45,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03734,Nigeria,farmer,neutral,45,climate change,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03734,Nigeria,farmer,neutral,45,climate change,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03734,Nigeria,farmer,neutral,45,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03734,Nigeria,farmer,neutral,45,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03734,Nigeria,farmer,neutral,45,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03734,Nigeria,farmer,neutral,45,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03734,Nigeria,farmer,neutral,45,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03734,Nigeria,farmer,neutral,45,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03734,Nigeria,farmer,neutral,45,lgbtq rights,A_forced,True,False,3.0,3,none,True,False,5.0,5,none,both
gemma,P03734,Nigeria,farmer,neutral,45,lgbtq rights,B_optional,True,False,3.0,3,none,True,False,5.0,5,none,both
gemma,P03734,Nigeria,farmer,neutral,45,religion and secularism,A_forced,True,False,3.0,3,none,True,False,2.0,2,none,both
gemma,P03734,Nigeria,farmer,neutral,45,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03734,Nigeria,farmer,neutral,45,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03734,Nigeria,farmer,neutral,45,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,lgbtq rights,A_forced,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,lgbtq rights,B_optional,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,religion and secularism,A_forced,True,False,3.0,3,none,True,False,1.0,1,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03739,Nigeria,lawyer,neutral,45,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,lgbtq rights,A_forced,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,lgbtq rights,B_optional,True,False,4.0,4,none,True,False,5.0,5,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,religion and secularism,A_forced,True,False,3.0,3,none,True,False,2.0,2,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03746,Nigeria,registered nurse,neutral,45,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,lgbtq rights,A_forced,True,False,3.0,3,none,True,False,5.0,5,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,lgbtq rights,B_optional,True,False,3.0,3,none,True,False,4.0,4,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,religion and secularism,A_forced,True,False,3.0,3,none,True,False,2.0,2,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,religion and secularism,B_optional,True,False,3.0,3,none,True,False,3.0,3,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,trust in government,A_forced,True,False,2.0,2,none,True,False,1.0,1,none,both
gemma,P03748,Nigeria,truck driver,neutral,45,trust in government,B_optional,True,False,2.0,2,none,True,False,2.0,2,none,both
gemma,P03759,Nigeria,computer programmer,neutral,65,climate change,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03759,Nigeria,computer programmer,neutral,65,climate change,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03759,Nigeria,computer programmer,neutral,65,economic redistribution,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03759,Nigeria,computer programmer,neutral,65,economic redistribution,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03759,Nigeria,computer programmer,neutral,65,gender equality,A_forced,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03759,Nigeria,computer programmer,neutral,65,gender equality,B_optional,True,False,5.0,5,none,True,False,5.0,5,none,both
gemma,P03759,Nigeria,computer programmer,neutral,65,immigration,A_forced,True,False,4.0,4,none,True,False,4.0,4,none,both
gemma,P03759,Nigeria,computer programmer,neutral,65,immigration,B_optional,True,False,4.0,4,none,True,False,4.0,4,none,both
