persona_id,topic,response_condition,raw_text,parse_failure_reason,audit_salvaged_rating
P03572,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasinglevererrorisktohumanityandthe",other_malformed,4
P03572,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimeswherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03572,lgbtq rights,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelybeopen-mindedandacceptingofpeople'srighttochoosetop",other_malformed,4
P03572,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03573,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beinganarchitect,wouldlikelybeawareoftheimpactsofclimatechangeonthebuiltenvironment",other_malformed,4
P03573,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimesinwhichhehasexperiencedinequalityanddiscriminationbasedonhis",other_malformed,4
P03573,lgbtq rights,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelybelookingformoreacceptancethesame-sexrelationships.However,",other_malformed,4
P03574,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasinglevererroriskthatrequiresimmediateg",other_malformed,4
P03574,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03574,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03575,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03575,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimesinwhichhehasexperiencedinequalityanddiscriminationbasedonhis",other_malformed,4
P03575,lgbtq rights,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelybeopen-mindedandacceptingofpeople'srighttochoosetop",other_malformed,4
P03575,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03576,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03576,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03576,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeabletorecognizethattherearetimeswhenthegovernmentneedstocont",other_malformed,4
P03577,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03577,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03577,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeabletorecognizethattherearegovernmentsthatcangenerallybetrusted",other_malformed,4
P03578,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beingaworkingcivilengineer,wouldlikelybeawareoftheimpactsofclimatechange",other_malformed,4
P03578,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimeswherehehasexperiencedinequaltreatmentoropportunitiesbasedon",other_malformed,4
P03578,lgbtq rights,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelybelookingformoreunderstandingandacceptancetowardsLGBT+community.",other_malformed,4
P03578,religion and secularism,A_forced,Iwouldrespondwith4.,other_malformed,4
P03578,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03579,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasinglevererrorisktohumanityandthe",other_malformed,4
P03579,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimesinwhichhehasexperiencedinequalityanddiscriminationbasedonhis",other_malformed,4
P03579,lgbtq rights,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelybeopen-mindedandacceptingofpeople'srighttochoosetop",other_malformed,4
P03579,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03580,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03580,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03580,religion and secularism,A_forced,Iwouldrespondwith4.,other_malformed,4
P03580,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeabletorecognizethattherearegovernmentsthatcangenerallybetrusted",other_malformed,4
P03581,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beingaworkingdoctorandawareoftheenvironmentalimpactofhumanactivities,mightbeag",other_malformed,4
P03581,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03581,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03582,climate change,B_optional,"Iwouldrespondwith4,asIimagineAdebayohaslikelybeenfollowingcurrenteventsandisawareoftheurgencyoffightingclimatechange",other_malformed,4
P03582,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03582,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03583,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beinganelementaryschoolteacher,wouldlikelybeawareoftheimpactsofclimatechangeonfuture",other_malformed,4
P03583,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03584,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03584,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03584,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeablievedthatthegovernmentcangenerallybetrustedtoactinthe",other_malformed,4
P03585,climate change,B_optional,"Iwouldrespondwith4,asIimagineAdebayohaslikelybeenseeingtheimmediateseriousimpactsofclimatechangeon",other_malformed,4
P03585,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03586,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasinglevererroriskthatrequiresimmediateg",other_malformed,4
P03586,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03586,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeabletorecognizethattherearetimeswhenthegovernmentneedstocont",other_malformed,4
P03587,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03587,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03587,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeabletorecognizethattherearetimeswhenthegovernmentneedstocont",other_malformed,4
P03588,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beingajournalist,wouldlikelybeawareoftheurgencyoffightingclimatechangeandthe",other_malformed,4
P03588,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandop",other_malformed,4
P03588,lgbtq rights,B_optional,"Iwouldrespondwith4,asAdebayo,beingaman,islikelytolikeandsupporttheacceptanceofLGBTQ+rights,",other_malformed,4
P03588,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03589,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beingalawyer,wouldlikelybeawareoftheurgencyofclimatechangeandtheneed",other_malformed,4
P03589,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandop",other_malformed,4
P03589,lgbtq rights,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelybelookingformoreacceptancethesame-sexrelationships.However,",other_malformed,4
P03589,religion and secularism,A_forced,Iwouldrespondwith4.,other_malformed,4
P03589,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03590,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03590,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03590,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeabletorecognizethattherearegovernmentsthatcangenerallybetrusted",other_malformed,4
P03591,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beingapartofthehealthcareprofessionals,wouldlikelybeawareoftheimplicationsofclimate",other_malformed,4
P03591,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03591,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeablievedthatthegovernmentcangenerallybetrustedtoactinthe",other_malformed,4
P03592,climate change,B_optional,"Iwouldrespondwith4,asAdebayo'soccupationasapharmacistandhisorigindemandstheimportanceofenvironmentalste",other_malformed,4
P03592,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03593,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03593,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03593,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeablievedthatthegovernmentcangenerallybetrustedtoactinthe",other_malformed,4
P03594,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasinglevererrorisktohumanityandthe",other_malformed,4
P03594,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03594,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03595,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethicalthreatthatrequiresimmedi",other_malformed,4
P03595,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03596,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizetheurgencyofclimatechangeandsupportimmediategovernmentactiontop",other_malformed,4
P03596,gender equality,B_optional,"Iwouldrespondwith4,asIimagineAdebayohaslikelyexperienceddiscriminationbasedonhisgenderidentityandmaybelookingforequal",other_malformed,4
P03597,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beingasmokefreeandenvironmentallyconsciousperson,wouldlikelyrecognizecleanchangeas",other_malformed,4
P03597,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03597,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayoowouldgenerallyagreewiththestatementthatthegovernmentcangenerallybetrustedtoact",other_malformed,4
P03598,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasinglevererrorisktohumanityandthe",other_malformed,4
P03598,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03598,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeabletorecognizethattherearegovernmentagenciesandofficialsthat",other_malformed,4
P03599,climate change,B_optional,"Iwouldrespondwith4,asAdebayo,beingaworkingveterinarianandhavingabackgroundinscience,wouldlikelybeaware",other_malformed,4
P03599,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasbeenthroughtimewherehehasexperiencedinequaltiesbetweenmenandwomen",other_malformed,4
P03600,climate change,B_optional,"Iwouldrespondwith4,asAdebayowouldlikelyrecognizethatclimatechangeisasingleverethreatandmaybelooking",other_malformed,4
P03600,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAdebayohasexperienceddiscriminationbasedonhisgenderandmaybelookingforequalrightsand",other_malformed,4
P03600,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAdebayohouldbeabletorecognizethattherearetimeswhenthegovernmentneedstocont",other_malformed,4
P03601,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandmaybelook",other_malformed,4
P03601,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03601,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03601,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03602,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessoftheclimatechangeissueandtheneedforgovernmentaction.",other_malformed,4
P03602,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03602,lgbtq rights,B_optional,"Iwouldrespondwith4,asFolakeisopen-mindedandacceptingofpeople'srighttoexpresstheiridentitiesandbeliefs.",other_malformed,4
P03602,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03603,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheurgencyofclimatechangeandtheneedforgovernmentaction.However,",other_malformed,4
P03603,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03603,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03603,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03604,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandmaybelook",other_malformed,4
P03604,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03604,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03604,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03605,climate change,B_optional,"Iwouldrespondwith4,asIimagineFolakewouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P03605,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03605,lgbtq rights,B_optional,"Iwouldrespondwith4,asFolakeisopen-mindedandacceptingofpeople'srighttoexpresstheiridentitiesandbeliefsystem.",other_malformed,4
P03605,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03606,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessoftheclimatechangeissueandtheneedforgovernmentaction.",other_malformed,4
P03606,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03606,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03606,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03607,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandmaybelook",other_malformed,4
P03607,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03607,lgbtq rights,B_optional,"Iwouldrespondwith4,asFolakeisopen-mindedandacceptingofpeople'srighttoexpresstheiridentitiesandbeliefsystem.",other_malformed,4
P03607,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03608,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandmaybelook",other_malformed,4
P03608,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03608,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03608,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03609,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandmaybelook",other_malformed,4
P03609,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03609,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03609,religion and secularism,B_optional,"Iwouldrespondwith4,asFolakeislikelytobelookingforguidanceinherlifeandmaybelookingtoreligionforanswers",other_malformed,4
P03609,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03610,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandmaybelook",other_malformed,4
P03610,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03610,lgbtq rights,B_optional,"Iwouldrespondwith4,asFolakeisyoungandlikelytobeopen-mindedaboutsocialissues.However,Icannotbe100",other_malformed,4
P03610,religion and secularism,A_forced,Iwouldrespondwith4.,other_malformed,4
P03610,religion and secularism,B_optional,"Iwouldrespondwith4,asFolakeislikelytobelookingforguidanceinherlifeandmaybelookingtoreligionforanswers",other_malformed,4
P03610,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03611,climate change,B_optional,"Iwouldrespondwith4,asFolakeisawomanworkinginthemedicalfield,whichsuggestsshemaybewellinformedaboutthehealth",other_malformed,4
P03611,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03611,lgbtq rights,B_optional,"Iwouldrespondwith4,asFolakeisawomanofcolorandfromNigeria,wherehomosexualityislargelystigmatizedand",other_malformed,4
P03611,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03612,climate change,B_optional,"Iwouldrespondwith4,asIimagineFolakewouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P03612,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03612,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03612,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03613,climate change,B_optional,"Iwouldrespondwith4,asFolakeisawomanofschoolteachingoriginfromNigeria,whoworkswithyoungchildren,sheshould",other_malformed,4
P03613,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03613,lgbtq rights,B_optional,"Iwouldrespondwith4,asFolakeisopen-mindedandacceptingofpeople'srighttoexpresstheiridentitiesandbeliefsystem.",other_malformed,4
P03613,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthestatementaspositiveandagreewithit.However,Iamnotinapos",other_malformed,4
P03614,climate change,B_optional,"Iwouldrespondwith4,asFolakeisawomanworkingintheagricultureindustry,whichisheavilyimpactedbyclimatechange.She",other_malformed,4
P03614,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03614,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03614,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03615,climate change,B_optional,"Iwouldrespondwith4,asFolakeislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandmaybelook",other_malformed,4
P03615,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03615,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03615,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03616,climate change,B_optional,"Iwouldrespondwith4,asIimagineFolakewouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P03616,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03616,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03617,climate change,B_optional,"Iwouldrespondwith4,asIimagineFolakewouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P03617,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03617,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03617,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03618,climate change,B_optional,"Iwouldrespondwith4,asFolakeisawomanofjournalism,whichmeanshisfocusoncurrenteventsandissues.Additionally,Nig",other_malformed,4
P03618,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03618,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03618,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03619,climate change,B_optional,"Iwouldrespondwith4,asFolakeisawomanoflawandlikelyconcernedaboutthefutureanditsimpacts,especiallyonfuturegenerations",other_malformed,4
P03619,gender equality,B_optional,"Iwouldrespondwith4,asFolakeislikelytobelookingformenandwomenhavingequalrightsandopportunitiesinactionallyaspectso",other_malformed,4
P03619,lgbtq rights,B_optional,"Iwouldrespondwith4,asFolakeisawomanofcolorandfromNigeria,wherehomosexualityislargelystigmatizedands",other_malformed,4
P03619,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03620,climate change,B_optional,"Iwouldrespondwith4,asIimagineFolakewouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P03620,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03620,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P03620,trust in government,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldviewthisstatementasageneralstatementandmaybelookingformorecontextbeforeformulating",other_malformed,4
P03621,climate change,B_optional,"Iwouldrespondwith4,asIimagineFolakewouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P03621,gender equality,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P03621,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkFolakewouldagreewiththestatement.""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
